1 -45.6715 -15.9178
2 -50.2597 -12.4586
3 -42.8171 -14.2198
4 -32.3002 -5.4228
5 -46.9192 -15.4922
6 -39.9731 -16.1835
7 -48.5820 -18.1072
8 -44.1444 -15.2309
9 -53.2345 -20.2891
10 -44.3548 -15.0312
11 -46.0377 -15.0934
12 -51.0936 -18.8324
13 -40.9034 -14.1636
14 -51.8178 -18.8001
15 -47.5470 -15.3368
16 -48.2578 -17.0827
17 -47.7169 -16.9186
18 -39.6197 -13.4000
19 -49.5223 -18.5371
20 -49.1329 -15.9099
21 -39.5965 -10.9467
22 -34.9942 -10.0038
23 -48.1233 -17.0684
24 -46.4135 -13.9608
25 -34.8793 -12.6087
26 -52.4148 -19.7585
27 -49.1520 -15.6237
28 -51.4256 -19.0994
29 -54.7322 -20.8278
30 -47.7394 -13.6541
31 -45.7798 -15.7271
32 -39.0550 -15.1400
33 -37.5362 -3.5020
34 -40.2612 -13.2213
35 -36.7293 -14.2000
36 -37.9909 -5.4196
37 -49.6030 -20.8543
38 -48.6637 -17.6487
39 -46.4007 -13.8327
40 -48.0429 -16.9702
41 -32.8464 -8.7407
42 -47.0044 -17.8255
