1 -42.7337 -13.8406
2 -49.0931 -11.1141
3 -39.3432 -14.8358
4 -27.5958 -2.6267
5 -49.0125 -16.7979
6 -42.7835 -14.9132
7 -49.8707 -18.3213
8 -43.8616 -15.6883
9 -50.3071 -16.5139
10 -46.7327 -17.4226
11 -44.5138 -16.2138
12 -51.2755 -18.4421
13 -43.6009 -15.4554
14 -52.3233 -19.4077
15 -48.6801 -16.9829
16 -39.3788 -5.2677
17 -50.7311 -18.3154
18 -40.0849 -14.9933
19 -49.7335 -17.7843
20 -47.1280 -16.0378
21 -48.2604 -15.7276
22 -39.1725 -13.4577
23 -45.6806 -15.0030
24 -48.0344 -15.1093
25 -37.9793 -11.3665
26 -52.5797 -20.4125
27 -45.2308 -12.8389
28 -51.6940 -18.9514
29 -55.9270 -21.6669
30 -49.2687 -14.9935
31 -45.7677 -15.2569
32 -38.5112 -14.3346
33 -47.3866 -14.4802
34 -43.2494 -15.8988
35 -41.8732 -12.4449
36 -48.0084 -17.6040
37 -51.4150 -21.1602
38 -48.0435 -17.7503
39 -45.4670 -13.2362
40 -48.6703 -17.7417
41 -36.6218 -10.6609
42 -47.6784 -17.7418
